Year 	Month 	Date 	Hour 	Minute 	Second 	Temperature 	Humidity 	Heat Index
2021	5	16	21	24	39	32.60	60.90	38.82
2021	5	16	21	39	40	32.40	60.70	38.25
2021	5	16	21	54	41	32.00	60.30	37.16
2021	5	16	22	9	42	31.90	60.50	36.99
2021	5	16	22	24	43	32.00	60.40	37.20
2021	5	16	22	39	44	31.80	60.40	36.73
2021	5	16	22	54	45	31.80	60.40	36.73
2021	5	16	23	9	46	31.50	61.00	36.21
2021	5	16	23	24	47	31.60	61.30	36.53
2021	5	16	23	39	48	31.50	61.60	36.38
2021	5	16	23	54	49	31.40	61.70	36.18
2021	5	17	0	9	50	31.50	61.60	36.38
2021	5	17	0	24	51	31.10	62.50	35.71
2021	5	17	0	39	52	31.00	62.80	35.56
2021	5	17	0	54	53	30.70	63.50	35.07
2021	5	17	1	9	54	30.60	63.70	34.89
2021	5	17	1	24	55	30.60	63.50	34.84
2021	5	17	1	39	56	30.30	64.30	34.38
2021	5	17	1	54	57	30.30	64.90	34.52
2021	5	17	2	9	58	30.30	64.40	34.40
2021	5	17	2	24	59	30.30	64.50	34.42
2021	5	17	2	40	0	30.00	65.80	34.06
2021	5	17	2	55	1	30.10	65.80	34.28
2021	5	17	3	10	2	30.20	65.30	34.39
2021	5	17	3	25	3	30.30	64.80	34.49
2021	5	17	3	40	4	30.30	65.30	34.61
2021	5	17	3	55	4	29.90	66.30	33.95
2021	5	17	4	10	5	29.50	67.50	33.33
2021	5	17	4	25	6	29.40	68.20	33.25
2021	5	17	4	40	7	29.40	68.00	33.21
2021	5	17	4	55	8	29.40	68.20	33.25
2021	5	17	5	10	9	29.10	68.90	32.74
2021	5	17	5	25	10	29.00	69.30	32.60
2021	5	17	5	40	11	29.10	69.10	32.78
2021	5	17	5	55	12	29.60	68.30	33.72
2021	5	17	6	10	13	29.60	68.30	33.72
2021	5	17	6	25	14	29.20	69.80	33.13
2021	5	17	6	40	15	29.20	70.10	33.19
2021	5	17	6	55	16	29.20	70.00	33.17
2021	5	17	7	10	17	29.20	70.60	33.29
2021	5	17	7	25	18	28.90	72.10	32.89
2021	5	17	7	40	19	29.30	71.20	33.64
2021	5	17	7	55	20	29.60	70.70	34.24
2021	5	17	8	10	21	29.80	70.40	34.65
2021	5	17	8	25	22	30.10	69.80	35.23
2021	5	17	8	40	23	30.40	68.40	35.61
2021	5	17	8	55	23	30.70	68.10	36.27
2021	5	17	9	10	24	31.00	67.80	36.95
2021	5	17	9	25	25	31.30	66.80	37.42
2021	5	17	9	40	26	31.50	65.50	37.53
2021	5	17	9	55	27	31.90	64.80	38.34
2021	5	17	10	10	28	32.40	62.70	38.93
2021	5	17	10	25	29	32.70	61.40	39.25
2021	5	17	10	40	30	32.60	61.10	38.89
2021	5	17	10	55	31	32.90	59.80	39.19
2021	5	17	11	10	32	33.50	57.60	39.91
2021	5	17	11	25	33	34.00	56.50	40.76
2021	5	17	11	40	34	34.00	57.30	41.07
2021	5	17	11	55	35	34.30	56.60	41.57
2021	5	17	12	10	36	35.00	55.80	43.10
2021	5	17	12	25	37	34.80	54.60	42.05
2021	5	17	12	40	38	35.20	53.60	42.66
2021	5	17	12	55	39	35.10	53.00	42.15
2021	5	17	13	10	40	34.90	53.90	42.01
2021	5	17	13	25	41	35.40	53.00	42.92
2021	5	17	13	40	42	35.70	51.80	43.17
2021	5	17	13	55	43	35.70	51.20	42.90
2021	5	17	14	10	44	36.00	49.80	43.05
2021	5	17	14	25	45	36.20	49.10	43.24
2021	5	17	14	40	46	36.50	49.00	43.96
2021	5	17	14	55	47	36.70	48.00	44.00
2021	5	17	15	10	48	36.50	48.50	43.73
2021	5	17	15	25	49	36.70	47.90	43.95
2021	5	17	15	40	50	36.50	48.50	43.73
2021	5	17	15	55	51	36.30	48.60	43.26
2021	5	17	16	10	52	36.50	48.30	43.63
2021	5	17	16	25	53	36.40	48.40	43.43
2021	5	17	16	40	54	36.40	48.90	43.66
2021	5	17	16	55	55	36.40	49.10	43.75
2021	5	17	17	10	56	36.50	49.50	44.20
2021	5	17	17	25	57	36.50	48.50	43.73
2021	5	17	17	40	58	36.50	48.80	43.87
2021	5	17	17	55	59	36.10	50.10	43.44
2021	5	17	18	11	0	35.80	54.30	44.60
2021	5	17	18	26	1	35.70	57.30	45.79
2021	5	17	18	41	2	35.50	58.10	45.60
2021	5	17	18	56	3	35.40	58.90	45.70
2021	5	17	19	11	4	35.30	59.30	45.60
2021	5	17	19	26	5	35.10	60.10	45.40
2021	5	17	19	41	6	34.90	61.60	45.53
2021	5	17	19	56	7	34.80	62.70	45.76
2021	5	17	20	11	8	33.80	53.10	39.01
2021	5	17	20	26	9	32.90	58.40	38.71
2021	5	17	20	41	10	31.80	62.00	37.21
2021	5	17	20	56	11	31.70	69.30	39.30
2021	5	17	21	11	12	30.80	74.50	38.42
2021	5	17	21	26	13	31.30	76.40	40.58
2021	5	17	21	41	14	31.10	75.20	39.54
2021	5	17	21	56	15	31.50	73.90	40.31
2021	5	17	22	11	16	31.40	72.90	39.66
2021	5	17	22	26	17	31.60	71.60	39.80
2021	5	17	22	41	18	31.70	72.50	40.42
2021	5	17	22	56	19	31.80	71.90	40.51
2021	5	17	23	11	20	31.80	70.90	40.15
2021	5	17	23	26	21	31.80	70.40	39.97
2021	5	17	23	41	22	31.50	70.90	39.27
2021	5	17	23	56	23	31.50	70.70	39.21
2021	5	18	0	11	24	31.30	69.80	38.35
2021	5	18	0	26	25	31.30	69.90	38.38
2021	5	18	0	41	26	31.30	69.00	38.10
2021	5	18	0	56	27	31.50	69.40	38.77
2021	5	18	1	11	28	31.50	70.10	39.01
2021	5	18	1	26	29	31.20	72.10	38.81
2021	5	18	1	41	30	31.00	71.70	38.12
2021	5	18	1	56	31	30.20	75.10	36.88
2021	5	18	2	11	32	29.70	78.90	36.47
2021	5	18	2	26	33	29.40	79.80	35.83
2021	5	18	2	41	34	29.40	79.60	35.78
2021	5	18	2	56	35	29.30	80.80	35.78
2021	5	18	3	11	35	29.20	81.00	35.54
2021	5	18	3	26	36	29.20	81.80	35.72
2021	5	18	3	41	37	29.40	81.60	36.27
2021	5	18	3	56	38	29.40	81.70	36.30
2021	5	18	4	11	39	29.40	81.70	36.30
2021	5	18	4	26	40	29.50	81.50	36.55
2021	5	18	4	41	41	29.50	81.30	36.50
2021	5	18	4	56	42	29.40	81.80	36.32
2021	5	18	5	11	43	29.70	80.30	36.84
2021	5	18	5	26	44	29.70	80.50	36.89
2021	5	18	5	41	45	29.70	79.60	36.65
2021	5	18	5	56	46	29.80	79.60	36.95
2021	5	18	6	11	47	29.80	78.90	36.76
2021	5	18	6	26	48	30.00	80.60	37.84
2021	5	18	6	41	49	30.00	82.00	38.24
2021	5	18	6	56	50	30.00	77.10	36.86
2021	5	18	7	11	51	29.80	77.20	36.32
2021	5	18	7	26	52	29.60	77.60	35.86
2021	5	18	7	41	53	29.40	76.70	35.09
2021	5	18	7	56	54	29.80	76.10	36.03
2021	5	18	8	11	55	30.10	74.40	36.41
2021	5	18	8	26	56	30.30	73.60	36.74
2021	5	18	8	41	56	30.70	72.70	37.59
2021	5	18	8	56	57	30.80	71.50	37.51
2021	5	18	9	11	58	31.20	69.30	37.92
2021	5	18	9	26	59	31.50	68.00	38.32
2021	5	18	9	42	0	31.80	67.50	38.97
2021	5	18	9	57	1	32.10	64.00	38.59
2021	5	18	10	12	2	32.40	66.20	40.17
2021	5	18	10	27	3	32.70	62.50	39.64
2021	5	18	10	42	4	33.10	61.30	40.25
2021	5	18	10	57	5	33.40	59.50	40.36
2021	5	18	11	12	6	33.70	58.70	40.84
2021	5	18	11	27	7	34.00	57.70	41.23
2021	5	18	11	42	8	34.30	55.80	41.25
2021	5	18	11	57	9	34.60	56.30	42.24
2021	5	18	12	12	10	34.90	54.60	42.31
2021	5	18	12	27	11	35.00	55.60	43.01
2021	5	18	12	42	12	35.30	54.20	43.19
2021	5	18	12	57	13	35.60	52.50	43.23
2021	5	18	13	12	14	35.70	53.20	43.81
2021	5	18	13	27	15	36.00	51.90	44.01
2021	5	18	13	42	16	36.00	51.50	43.82
2021	5	18	13	57	17	35.80	52.50	43.76
2021	5	18	14	12	18	35.90	52.60	44.07
2021	5	18	14	27	19	35.90	52.10	43.84
2021	5	18	14	42	20	36.40	52.20	45.24
2021	5	18	14	57	21	36.80	50.50	45.48
2021	5	18	15	12	22	37.00	49.60	45.57
2021	5	18	15	27	23	37.10	49.40	45.74
2021	5	18	15	42	24	37.10	47.70	44.89
2021	5	18	15	57	25	37.20	48.10	45.35
2021	5	18	16	12	26	37.20	48.20	45.40
2021	5	18	16	27	27	37.10	48.70	45.39
2021	5	18	16	42	28	37.20	48.60	45.60
2021	5	18	16	57	29	37.20	49.20	45.91
2021	5	18	17	12	30	37.10	49.40	45.74
2021	5	18	17	27	31	37.10	50.20	46.15
2021	5	18	17	42	32	37.00	50.40	45.98
2021	5	18	17	57	33	36.80	54.20	47.42
2021	5	18	18	12	34	36.40	56.80	47.64
2021	5	18	18	27	35	36.10	58.10	47.42
2021	5	18	18	42	36	35.80	59.20	47.08
2021	5	18	18	57	37	35.40	60.20	46.36
2021	5	18	19	12	38	35.30	60.10	46.00
2021	5	18	19	27	39	35.10	59.70	45.20
2021	5	18	19	42	40	34.60	59.80	43.78
2021	5	18	19	57	41	34.40	61.40	43.93
2021	5	18	20	12	42	34.30	62.00	43.91
2021	5	18	20	27	43	33.30	56.00	38.85
2021	5	18	20	42	44	33.60	53.50	38.69
2021	5	18	20	57	45	32.30	65.10	39.50
2021	5	18	21	12	46	32.30	69.70	41.19
2021	5	18	21	27	47	32.10	72.10	41.50
2021	5	18	21	42	48	32.60	73.40	43.63
2021	5	18	21	57	49	32.70	74.20	44.31
2021	5	18	22	12	50	32.70	72.80	43.70
2021	5	18	22	27	51	32.90	72.70	44.32
2021	5	18	22	42	52	33.10	69.00	43.35
2021	5	18	22	57	53	33.20	71.30	44.70
2021	5	18	23	12	54	33.20	71.00	44.56
2021	5	18	23	27	55	32.40	73.50	43.01
2021	5	18	23	42	56	31.80	73.90	41.24
2021	5	18	23	57	57	31.50	74.20	40.42
2021	5	19	0	12	58	31.20	73.30	39.21
2021	5	19	0	27	59	31.60	72.50	40.12
2021	5	19	0	43	0	32.10	72.70	41.73
2021	5	19	0	58	1	32.30	69.60	41.15
2021	5	19	1	13	2	32.20	70.80	41.31
2021	5	19	1	28	3	32.10	70.70	40.97
2021	5	19	1	43	4	32.20	70.40	41.15
2021	5	19	1	58	5	32.20	69.10	40.66
2021	5	19	2	13	6	32.10	68.30	40.08
2021	5	19	2	28	7	32.10	67.50	39.80
2021	5	19	2	43	8	32.10	67.80	39.90
2021	5	19	2	58	9	32.10	69.30	40.45
2021	5	19	3	13	10	32.00	67.40	39.48
2021	5	19	3	28	11	31.90	67.70	39.31
2021	5	19	3	43	12	31.80	66.40	38.60
2021	5	19	3	58	13	31.80	66.00	38.47
2021	5	19	4	13	14	31.60	66.70	38.17
2021	5	19	4	28	15	31.10	67.50	37.12
2021	5	19	4	43	16	30.80	68.40	36.61
2021	5	19	4	58	17	30.80	69.30	36.86
2021	5	19	5	13	18	30.40	70.30	36.11
2021	5	19	5	28	19	30.20	71.20	35.84
2021	5	19	5	43	20	30.10	71.80	35.74
2021	5	19	5	58	21	29.80	72.80	35.22
2021	5	19	6	13	21	29.50	73.80	34.69
2021	5	19	6	28	22	29.50	74.60	34.87
2021	5	19	6	43	23	29.40	75.00	34.70
2021	5	19	6	58	24	29.40	75.80	34.89
2021	5	19	7	13	25	29.60	74.20	35.04
2021	5	19	7	28	26	29.90	73.20	35.57
2021	5	19	7	43	27	30.00	72.20	35.58
2021	5	19	7	58	28	30.30	71.90	36.28
2021	5	19	8	13	29	30.40	70.80	36.25
2021	5	19	8	28	30	30.60	70.70	36.74
2021	5	19	8	43	31	31.00	69.80	37.54
2021	5	19	8	58	32	31.20	68.90	37.80
2021	5	19	9	13	33	31.70	66.80	38.46
2021	5	19	9	28	34	31.80	65.10	38.18
2021	5	19	9	43	35	32.20	65.80	39.47
2021	5	19	9	58	36	32.50	64.30	39.75
2021	5	19	10	13	37	32.70	64.10	40.22
2021	5	19	10	28	38	33.00	61.30	39.99
2021	5	19	10	43	39	33.50	59.60	40.67
2021	5	19	10	58	40	33.90	58.80	41.41
2021	5	19	11	13	41	34.00	56.20	40.64
2021	5	19	11	28	42	34.20	57.10	41.52
2021	5	19	11	43	43	34.50	56.80	42.19
2021	5	19	11	58	44	34.80	55.50	42.43
2021	5	19	12	13	45	35.10	55.30	43.15
2021	5	19	12	28	46	35.40	53.90	43.33
2021	5	19	12	43	47	35.60	54.10	43.96
2021	5	19	12	58	48	35.90	54.60	45.03
2021	5	19	13	13	49	36.10	53.70	45.15
2021	5	19	13	28	50	36.30	52.40	45.06
2021	5	19	13	43	51	36.60	50.70	45.04
2021	5	19	13	58	52	36.50	51.00	44.92
2021	5	19	14	13	53	36.60	50.90	45.14
2021	5	19	14	28	54	36.50	50.40	44.63
2021	5	19	14	43	55	36.80	49.80	45.13
2021	5	19	14	58	56	37.20	47.90	45.25
2021	5	19	15	13	57	37.30	48.10	45.61
2021	5	19	15	28	58	37.50	47.10	45.63
2021	5	19	15	43	59	37.60	46.90	45.80
2021	5	19	15	59	0	37.60	47.30	46.00
2021	5	19	16	14	1	37.80	47.40	46.59
2021	5	19	16	29	2	37.80	47.30	46.54
2021	5	19	16	44	3	37.70	48.50	46.91
2021	5	19	16	59	4	37.50	50.20	47.27
2021	5	19	17	14	5	36.80	55.90	48.37
2021	5	19	17	29	6	36.30	56.40	47.12
2021	5	19	17	44	7	36.30	56.00	46.90
2021	5	19	17	59	8	36.20	54.00	45.58
2021	5	19	18	14	9	36.00	55.70	45.86
2021	5	19	18	29	10	35.90	58.00	46.75
2021	5	19	18	44	11	35.80	58.50	46.71
2021	5	19	18	59	12	35.50	59.70	46.41
2021	5	19	19	14	13	35.30	60.50	46.21
2021	5	19	19	29	14	34.50	58.60	42.96
2021	5	19	19	44	15	31.60	69.70	39.15
2021	5	19	19	59	16	28.00	79.20	31.98
2021	5	19	20	14	17	29.00	75.20	33.73
2021	5	19	20	29	18	29.80	76.00	36.01
2021	5	19	20	44	19	30.10	76.80	37.07
2021	5	19	20	59	20	30.60	74.30	37.78
2021	5	19	21	14	21	30.30	73.60	36.74
2021	5	19	21	29	22	30.20	75.00	36.85
2021	5	19	21	44	23	30.70	72.30	37.47
2021	5	19	21	59	24	30.90	73.40	38.37
2021	5	19	22	14	25	31.20	72.90	39.07
2021	5	19	22	29	26	29.70	76.70	35.91
2021	5	19	22	44	27	29.40	76.10	34.95
2021	5	19	22	59	27	29.50	76.50	35.32
2021	5	19	23	14	28	29.30	76.10	34.69
2021	5	19	23	29	29	29.70	75.70	35.66
2021	5	19	23	44	30	29.80	75.80	35.96
2021	5	19	23	59	31	30.00	75.50	36.43
2021	5	20	0	14	32	30.30	75.00	37.13
2021	5	20	0	29	33	30.50	74.90	37.67
2021	5	20	0	44	34	30.50	74.30	37.50
2021	5	20	0	59	35	30.20	75.50	36.99
2021	5	20	1	14	36	30.20	75.00	36.85
2021	5	20	1	29	37	29.20	78.50	34.96
2021	5	20	1	44	38	29.20	79.60	35.21
2021	5	20	1	59	39	29.60	78.60	36.11
2021	5	20	2	14	40	29.60	77.20	35.76
2021	5	20	2	29	41	29.60	78.20	36.01
2021	5	20	2	44	42	29.40	78.50	35.52
2021	5	20	2	59	43	29.60	78.30	36.03
2021	5	20	3	14	44	29.70	78.00	36.24
2021	5	20	3	29	45	29.70	78.90	36.47
2021	5	20	3	44	46	29.80	78.80	36.74
2021	5	20	3	59	47	29.80	79.30	36.87
2021	5	20	4	14	48	29.80	79.70	36.98
2021	5	20	4	29	48	29.60	80.90	36.70
2021	5	20	4	44	49	29.60	81.30	36.80
2021	5	20	4	59	50	29.60	81.30	36.80
2021	5	20	5	14	51	29.50	81.80	36.63
2021	5	20	5	29	52	29.40	82.30	36.45
2021	5	20	5	44	53	29.30	81.40	35.92
2021	5	20	5	59	54	29.20	81.40	35.63
2021	5	20	6	14	55	29.10	80.70	35.18
2021	5	20	6	29	56	29.30	79.30	35.42
2021	5	20	6	44	57	29.40	80.10	35.90
2021	5	20	6	59	58	29.50	80.40	36.27
2021	5	20	7	14	59	29.50	81.60	36.57
2021	5	20	7	30	0	29.50	81.90	36.65
2021	5	20	7	45	1	29.70	79.60	36.65
2021	5	20	8	0	2	29.80	78.50	36.66
2021	5	20	8	15	3	29.90	76.40	36.39
2021	5	20	8	30	4	30.20	76.00	37.13
2021	5	20	8	45	5	30.40	75.00	37.42
2021	5	20	9	0	6	30.70	73.60	37.86
2021	5	20	9	15	7	30.80	72.70	37.87
2021	5	20	9	30	8	31.20	71.40	38.59
2021	5	20	9	45	9	31.50	69.80	38.91
2021	5	20	10	0	9	31.80	69.40	39.62
2021	5	20	10	15	10	31.80	67.60	39.00
2021	5	20	10	30	11	32.10	67.80	39.90
2021	5	20	10	45	12	32.30	68.90	40.88
2021	5	20	11	0	13	32.50	65.90	40.33
2021	5	20	11	15	14	32.60	66.40	40.80
2021	5	20	11	30	15	33.00	62.70	40.51
2021	5	20	11	45	16	33.40	62.10	41.38
2021	5	20	12	0	17	33.50	61.50	41.41
2021	5	20	12	15	18	33.50	61.00	41.21
2021	5	20	12	30	19	33.30	61.90	41.02
2021	5	20	12	45	20	33.50	62.50	41.82
2021	5	20	13	0	21	33.80	60.90	42.00
2021	5	20	13	15	22	34.00	59.60	42.01
2021	5	20	13	30	23	34.10	59.70	42.33
2021	5	20	13	45	24	34.30	57.30	41.86
2021	5	20	14	0	25	34.20	58.50	42.10
2021	5	20	14	15	26	34.50	58.40	42.88
2021	5	20	14	30	27	34.60	58.00	42.98
2021	5	20	14	45	28	34.90	56.90	43.32
2021	5	20	15	0	29	35.10	56.20	43.55
2021	5	20	15	15	30	35.00	56.50	43.41
2021	5	20	15	30	31	35.00	56.30	43.32
2021	5	20	15	45	32	35.20	56.00	43.74
2021	5	20	16	0	33	35.30	56.90	44.44
2021	5	20	16	15	34	35.40	56.00	44.30
2021	5	20	16	30	35	35.30	55.20	43.65
2021	5	20	16	45	36	34.40	58.70	42.73
2021	5	20	17	0	37	33.80	59.10	41.26
2021	5	20	17	15	38	33.20	58.50	39.48
2021	5	20	17	30	39	33.00	60.00	39.52
2021	5	20	17	45	40	33.20	59.30	39.77
2021	5	20	18	0	41	33.40	58.90	40.14
2021	5	20	18	15	42	33.50	58.70	40.32
2021	5	20	18	30	43	33.20	61.60	40.63
2021	5	20	18	45	44	32.70	65.80	40.86
2021	5	20	19	0	45	32.30	66.20	39.89
2021	5	20	19	15	46	31.80	67.70	39.03
2021	5	20	19	30	47	31.50	67.90	38.29
2021	5	20	19	45	48	31.50	69.20	38.71
2021	5	20	20	0	49	31.50	70.00	38.97
2021	5	20	20	15	50	31.70	70.40	39.68
2021	5	20	20	30	51	31.70	70.50	39.71
2021	5	20	20	45	52	31.60	70.80	39.53
2021	5	20	21	0	53	31.50	70.70	39.21
2021	5	20	21	15	54	31.50	71.00	39.31
2021	5	20	21	30	55	31.60	70.60	39.46
2021	5	20	21	45	56	31.70	69.60	39.40
2021	5	20	22	0	57	31.50	70.50	39.14
2021	5	20	22	15	58	31.70	69.80	39.47
2021	5	20	22	30	59	31.10	71.20	38.24
2021	5	20	22	46	0	31.50	70.80	39.24
2021	5	20	23	1	0	31.60	70.40	39.39
2021	5	20	23	16	1	31.30	71.80	39.00
2021	5	20	23	31	2	31.30	72.10	39.10
2021	5	20	23	46	3	31.40	72.70	39.59
2021	5	21	0	1	4	31.30	73.30	39.50
2021	5	21	0	16	5	31.10	73.30	38.91
2021	5	21	0	31	6	31.00	74.40	38.98
2021	5	21	0	46	7	30.70	75.10	38.31
2021	5	21	1	1	8	30.70	75.60	38.47
2021	5	21	1	16	9	30.60	75.60	38.17
2021	5	21	1	31	10	30.30	75.80	37.36
2021	5	21	1	46	11	30.30	75.70	37.33
2021	5	21	2	1	12	30.30	75.50	37.27
2021	5	21	2	16	13	30.40	75.40	37.53
2021	5	21	2	31	14	30.30	75.30	37.22
2021	5	21	2	46	15	30.10	75.60	36.74
2021	5	21	3	1	16	30.00	76.20	36.62
2021	5	21	3	16	17	30.10	76.20	36.90
2021	5	21	3	31	18	29.80	76.20	36.06
2021	5	21	3	46	19	30.00	76.00	36.56
2021	5	21	4	1	20	30.10	76.30	36.93
2021	5	21	4	16	21	30.10	76.40	36.96
2021	5	21	4	31	22	30.10	76.80	37.07
2021	5	21	4	46	23	30.10	76.90	37.09
2021	5	21	5	1	24	30.10	77.20	37.18
2021	5	21	5	16	25	30.00	77.80	37.05
2021	5	21	5	31	25	29.80	79.40	36.90
2021	5	21	5	46	26	29.80	79.00	36.79
2021	5	21	6	1	27	29.90	79.80	37.31
2021	5	21	6	16	28	29.60	81.20	36.77
2021	5	21	6	31	29	29.60	82.40	37.09
2021	5	21	6	46	30	29.60	81.90	36.96
2021	5	21	7	1	31	29.60	82.50	37.12
2021	5	21	7	16	32	29.70	82.70	37.49
2021	5	21	7	31	33	29.80	82.40	37.72
2021	5	21	7	46	34	29.80	82.10	37.64
2021	5	21	8	1	35	29.70	82.10	37.32
2021	5	21	8	16	36	29.70	81.00	37.02
2021	5	21	8	31	37	29.70	81.30	37.11
2021	5	21	8	46	38	29.80	80.30	37.14
2021	5	21	9	1	39	29.80	79.70	36.98
2021	5	21	9	16	40	29.90	78.70	37.00
2021	5	21	9	31	41	30.30	76.30	37.50
2021	5	21	9	46	42	30.40	72.60	36.74
2021	5	21	10	1	43	30.50	72.40	36.95
2021	5	21	10	16	44	30.50	70.80	36.51
Year 	Month 	Date 	Hour 	Minute 	Second 	Temperature 	Humidity 	Heat Index
2021	5	21	10	25	38	nan	nan	nan
2021	5	21	10	40	39	30.80	68.30	36.58
2021	5	21	10	55	40	30.80	70.10	37.10
2021	5	21	11	10	41	30.80	69.50	36.92
2021	5	21	11	25	42	31.00	69.80	37.54
2021	5	21	11	40	43	31.00	68.50	37.15
2021	5	21	11	55	44	31.30	69.60	38.29
2021	5	21	12	10	45	31.50	67.50	38.16
2021	5	21	12	25	46	31.80	67.80	39.07
2021	5	21	12	40	47	32.20	66.20	39.61
2021	5	21	12	55	48	32.80	65.70	41.11
2021	5	21	13	10	49	33.30	63.20	41.54
2021	5	21	13	25	50	33.70	59.90	41.32
2021	5	21	13	40	51	33.50	61.50	41.41
2021	5	21	13	55	51	33.60	60.10	41.13
2021	5	21	14	10	52	33.60	59.60	40.93
2021	5	21	14	25	53	33.70	58.70	40.84
2021	5	21	14	40	54	33.70	58.30	40.69
2021	5	21	14	55	55	33.70	58.60	40.80
2021	5	21	15	10	56	33.70	58.70	40.84
2021	5	21	15	25	57	33.90	58.90	41.45
2021	5	21	15	40	58	34.00	60.20	42.26
2021	5	21	15	55	59	33.80	60.80	41.96
2021	5	21	16	11	0	33.70	60.80	41.68
Year 	Month 	Date 	Hour 	Minute 	Second 	Temperature 	Humidity 	Heat Index
2021	5	21	17	26	37	nan	nan	nan
Year 	Month 	Date 	Hour 	Minute 	Second 	Temperature 	Humidity 	Heat Index
2021	5	21	17	44	50	nan	nan	nan
2021	5	21	17	59	50	30.50	77.80	38.55
2021	5	21	18	14	51	30.60	78.10	38.95
2021	5	21	18	29	52	30.60	78.60	39.11
2021	5	21	18	44	53	30.70	77.80	39.16
2021	5	21	18	59	54	30.70	77.10	38.94
2021	5	21	19	14	55	30.60	78.90	39.20
2021	5	21	19	29	56	30.70	79.20	39.62
2021	5	21	19	44	57	30.60	78.60	39.11
2021	5	21	19	59	58	30.70	77.70	39.13
2021	5	21	20	14	59	30.80	78.70	39.77
2021	5	21	20	30	0	30.80	79.00	39.87
2021	5	21	20	45	1	30.80	79.90	40.18
2021	5	21	21	0	2	30.70	79.80	39.82
2021	5	21	21	15	3	30.80	80.50	40.38
2021	5	21	21	30	4	30.80	81.40	40.69
2021	5	21	21	45	5	30.40	80.40	39.04
2021	5	21	22	0	6	30.60	80.20	39.62
2021	5	21	22	15	7	30.70	80.60	40.08
2021	5	21	22	30	8	30.80	80.70	40.45
2021	5	21	22	45	9	30.70	80.00	39.88
2021	5	21	23	0	10	30.70	80.50	40.05
2021	5	21	23	15	11	30.60	81.30	39.99
2021	5	21	23	30	12	30.60	75.90	38.26
2021	5	21	23	45	13	30.50	77.50	38.45
2021	5	22	0	0	14	30.50	75.50	37.85
2021	5	22	0	15	15	30.30	72.80	36.52
2021	5	22	0	30	16	30.10	73.10	36.07
2021	5	22	0	45	16	30.10	73.30	36.12
2021	5	22	1	0	17	30.00	72.50	35.66
2021	5	22	1	15	18	29.80	73.00	35.26
2021	5	22	1	30	19	29.60	74.30	35.06
2021	5	22	1	45	20	29.70	74.70	35.42
2021	5	22	2	0	21	29.60	74.90	35.20
2021	5	22	2	15	22	29.50	74.90	34.94
2021	5	22	2	30	23	29.40	74.70	34.64
2021	5	22	2	45	24	29.30	74.80	34.40
2021	5	22	3	0	25	29.20	74.90	34.17
2021	5	22	3	15	26	29.00	76.20	33.94
2021	5	22	3	30	27	29.10	76.10	34.17
2021	5	22	3	45	28	29.10	76.10	34.17
2021	5	22	4	0	29	29.00	76.60	34.02
2021	5	22	4	15	30	28.90	76.40	33.72
2021	5	22	4	30	31	28.90	77.00	33.85
2021	5	22	4	45	32	28.90	76.90	33.82
2021	5	22	5	0	33	28.90	77.00	33.85
2021	5	22	5	15	34	29.00	77.50	34.21
2021	5	22	5	30	34	28.90	77.50	33.95
2021	5	22	5	45	35	28.80	78.10	33.81
2021	5	22	6	0	36	28.90	78.80	34.21
2021	5	22	6	15	37	29.00	80.20	34.78
2021	5	22	6	30	38	29.00	80.20	34.78
2021	5	22	6	45	39	28.90	79.50	34.36
2021	5	22	7	0	40	28.80	78.60	33.91
2021	5	22	7	15	41	28.80	80.00	34.19
2021	5	22	7	30	42	28.70	79.70	33.86
2021	5	22	7	45	43	28.80	79.30	34.05
2021	5	22	8	0	44	28.80	79.50	34.09
2021	5	22	8	15	45	29.00	79.10	34.55
2021	5	22	8	30	46	29.20	78.50	34.96
2021	5	22	8	45	47	29.30	78.50	35.24
2021	5	22	9	0	48	29.50	77.80	35.63
2021	5	22	9	15	49	29.80	77.30	36.34
2021	5	22	9	30	50	30.00	75.90	36.54
2021	5	22	9	45	51	30.20	76.00	37.13
2021	5	22	10	0	52	30.80	74.20	38.33
2021	5	22	10	15	52	30.90	72.60	38.12
2021	5	22	10	30	53	31.20	70.40	38.27
2021	5	22	10	45	54	31.50	69.40	38.77
2021	5	22	11	0	55	31.60	68.90	38.89
2021	5	22	11	15	56	31.90	68.10	39.45
2021	5	22	11	30	57	32.00	67.90	39.66
2021	5	22	11	45	58	32.00	67.90	39.66
2021	5	22	12	0	59	32.20	66.10	39.58
2021	5	22	12	16	0	32.40	66.40	40.24
2021	5	22	12	31	1	32.40	66.20	40.17
2021	5	22	12	46	2	32.80	67.40	41.77
2021	5	22	13	1	3	32.80	65.50	41.03
2021	5	22	13	16	4	33.10	64.60	41.53
2021	5	22	13	31	5	33.30	63.50	41.66
2021	5	22	13	46	6	33.50	60.90	41.17
2021	5	22	14	1	7	33.60	62.30	42.02
2021	5	22	14	16	8	33.50	64.10	42.48
2021	5	22	14	31	9	33.50	65.70	43.16
2021	5	22	14	46	10	33.60	64.40	42.90
2021	5	22	15	1	11	33.60	63.90	42.69
2021	5	22	15	16	12	33.70	63.10	42.64
2021	5	22	15	31	13	33.80	62.00	42.46
2021	5	22	15	46	14	33.90	62.50	42.96
2021	5	22	16	1	15	33.80	62.50	42.67
2021	5	22	16	16	16	33.80	62.20	42.54
2021	5	22	16	31	17	33.90	63.20	43.26
