Year 	Month 	Date 	Hour 	Minute 	Second 	Temperature 	Humidity 	Heat Index
2021	5	10	19	43	27	34.40	60.40	43.48
2021	5	10	19	58	28	34.20	60.40	42.91
2021	5	10	20	13	29	34.10	61.80	43.23
2021	5	10	20	28	30	34.00	63.20	43.56
2021	5	10	20	43	31	33.60	64.40	42.90
2021	5	10	20	58	32	33.60	63.90	42.69
2021	5	10	21	13	33	33.60	64.10	42.77
2021	5	10	21	28	34	33.50	65.00	42.86
2021	5	10	21	43	35	33.40	65.00	42.56
2021	5	10	21	58	36	33.30	65.10	42.31
2021	5	10	22	13	37	33.30	65.50	42.48
2021	5	10	22	28	38	33.20	65.80	42.31
2021	5	10	22	43	39	33.20	65.90	42.35
2021	5	10	22	58	40	33.20	66.20	42.47
2021	5	10	23	13	41	33.20	66.20	42.47
2021	5	10	23	28	42	33.20	66.10	42.43
2021	5	10	23	43	43	33.20	65.90	42.35
2021	5	10	23	58	44	33.30	65.70	42.56
2021	5	11	0	13	45	33.30	65.50	42.48
2021	5	11	0	28	46	33.20	65.90	42.35
2021	5	11	0	43	47	33.00	66.20	41.88
2021	5	11	0	58	48	33.00	67.00	42.21
2021	5	11	1	13	49	32.80	67.10	41.66
2021	5	11	1	28	50	32.60	67.60	41.26
2021	5	11	1	43	51	32.50	67.80	41.05
2021	5	11	1	58	52	32.50	68.20	41.20
2021	5	11	2	13	53	32.20	69.00	40.63
2021	5	11	2	28	54	32.20	69.10	40.66
2021	5	11	2	43	55	32.10	69.70	40.59
2021	5	11	2	58	56	32.10	70.10	40.74
2021	5	11	3	13	57	32.10	70.10	40.74
2021	5	11	3	28	58	32.00	70.40	40.56
2021	5	11	3	43	59	32.00	70.70	40.67
2021	5	11	3	59	0	31.90	70.60	40.33
2021	5	11	4	14	1	31.90	70.60	40.33
2021	5	11	4	29	2	31.80	70.80	40.11
2021	5	11	4	44	3	31.80	70.90	40.15
2021	5	11	4	59	4	31.70	71.30	39.99
2021	5	11	5	14	5	31.70	71.70	40.14
2021	5	11	5	29	6	31.70	71.80	40.17
2021	5	11	5	44	7	31.60	71.80	39.87
2021	5	11	5	59	8	31.60	71.80	39.87
2021	5	11	6	14	9	31.50	71.70	39.55
2021	5	11	6	29	10	31.40	71.60	39.22
2021	5	11	6	44	11	31.40	71.70	39.26
2021	5	11	6	59	12	31.30	71.10	38.77
2021	5	11	7	14	13	31.00	71.20	37.96
2021	5	11	7	29	14	30.80	71.20	37.42
2021	5	11	7	44	15	31.00	71.40	38.03
2021	5	11	7	59	16	31.40	70.10	38.73
2021	5	11	8	14	17	31.50	68.50	38.48
2021	5	11	8	29	18	31.60	68.90	38.89
2021	5	11	8	44	19	31.50	69.70	38.87
2021	5	11	8	59	20	31.70	68.80	39.13
2021	5	11	9	14	21	31.90	68.60	39.62
2021	5	11	9	29	21	32.20	67.50	40.08
2021	5	11	9	44	22	32.20	67.20	39.97
2021	5	11	9	59	23	32.90	65.40	41.27
2021	5	11	10	14	24	33.10	63.50	41.10
2021	5	11	10	29	25	33.50	62.20	41.69
2021	5	11	10	44	26	33.80	61.20	42.12
2021	5	11	10	59	27	34.10	59.40	42.20
2021	5	11	11	14	28	34.40	60.50	43.52
2021	5	11	11	29	29	34.70	59.20	43.80
2021	5	11	11	44	30	35.00	57.80	44.01
2021	5	11	11	59	31	35.40	56.00	44.30
2021	5	11	12	14	32	35.80	53.90	44.41
2021	5	11	12	29	33	35.90	53.40	44.45
2021	5	11	12	44	34	36.00	51.60	43.87
2021	5	11	12	59	35	36.40	47.80	43.15
2021	5	11	13	14	36	36.90	50.90	45.96
2021	5	11	13	29	38	37.30	49.00	46.08
2021	5	11	13	44	39	37.50	47.80	45.99
2021	5	11	13	59	40	37.20	49.00	45.81
2021	5	11	14	14	41	37.40	47.10	45.37
2021	5	11	14	29	42	37.60	46.90	45.80
2021	5	11	14	44	43	37.40	47.50	45.57
2021	5	11	14	59	44	37.50	47.10	45.63
2021	5	11	15	14	45	37.60	45.80	45.24
2021	5	11	15	29	46	37.50	46.60	45.38
2021	5	11	15	44	47	37.30	46.90	45.01
2021	5	11	15	59	48	37.30	47.50	45.31
2021	5	11	16	14	49	37.20	46.60	44.61
2021	5	11	16	29	50	37.20	46.70	44.66
2021	5	11	16	44	51	37.20	46.40	44.51
2021	5	11	16	59	52	37.00	46.60	44.10
2021	5	11	17	14	53	37.30	47.10	45.11
2021	5	11	17	29	54	37.20	48.60	45.60
2021	5	11	17	44	55	37.10	49.20	45.64
2021	5	11	17	59	56	36.80	54.40	47.53
2021	5	11	18	14	57	36.50	56.20	47.61
2021	5	11	18	29	58	36.20	56.40	46.82
2021	5	11	18	44	59	35.90	57.60	46.54
2021	5	11	19	0	0	35.70	58.80	46.56
2021	5	11	19	15	1	35.50	59.40	46.26
2021	5	11	19	30	2	35.00	59.80	44.95
2021	5	11	19	45	3	34.80	58.90	43.95
2021	5	11	20	0	4	35.00	58.00	44.10
2021	5	11	20	15	5	34.50	58.90	43.10
2021	5	11	20	30	6	34.70	59.80	44.07
2021	5	11	20	45	7	34.90	60.30	44.90
2021	5	11	21	0	8	34.80	60.80	44.84
2021	5	11	21	15	9	34.40	61.70	44.07
2021	5	11	21	30	10	34.60	62.20	44.90
2021	5	11	21	45	11	34.40	63.10	44.72
2021	5	11	22	0	12	34.50	62.80	44.88
2021	5	11	22	15	13	34.50	62.50	44.74
2021	5	11	22	30	14	34.50	62.00	44.51
2021	5	11	22	45	15	34.30	62.30	44.05
2021	5	11	23	0	16	34.40	62.20	44.30
2021	5	11	23	15	17	34.30	62.40	44.09
2021	5	11	23	30	18	34.20	61.90	43.57
2021	5	11	23	45	19	34.30	61.80	43.82
2021	5	12	0	0	20	34.20	62.40	43.79
2021	5	12	0	15	21	34.20	62.80	43.98
2021	5	12	0	30	22	34.00	63.30	43.60
2021	5	12	0	45	23	33.90	64.00	43.62
2021	5	12	1	0	24	33.90	64.80	43.98
2021	5	12	1	15	25	33.70	65.50	43.68
2021	5	12	1	30	26	33.60	65.80	43.51
2021	5	12	1	45	27	33.60	66.70	43.91
2021	5	12	2	0	28	33.50	67.10	43.77
2021	5	12	2	15	29	33.30	68.10	43.59
2021	5	12	2	30	30	33.20	68.90	43.63
2021	5	12	2	45	31	33.10	69.70	43.66
2021	5	12	3	0	32	32.90	70.10	43.19
2021	5	12	3	15	33	32.90	70.50	43.37
2021	5	12	3	30	34	32.90	70.60	43.41
2021	5	12	3	45	35	32.90	70.80	43.49
2021	5	12	4	0	36	32.90	70.90	43.54
2021	5	12	4	15	37	32.70	71.20	43.02
2021	5	12	4	30	38	32.70	71.70	43.23
2021	5	12	4	45	39	32.60	72.00	43.04
2021	5	12	5	0	40	32.60	72.40	43.21
2021	5	12	5	15	41	32.50	72.90	43.09
2021	5	12	5	30	42	32.50	73.10	43.17
2021	5	12	5	45	43	32.50	73.40	43.30
2021	5	12	6	0	44	32.40	73.60	43.05
2021	5	12	6	15	45	32.40	74.00	43.22
2021	5	12	6	30	46	32.40	73.40	42.97
2021	5	12	6	45	47	32.40	72.30	42.52
2021	5	12	7	0	48	32.40	68.60	41.06
2021	5	12	7	15	49	31.80	69.30	39.58
2021	5	12	7	30	50	31.90	69.80	40.05
2021	5	12	7	45	51	31.80	69.70	39.72
2021	5	12	8	0	52	31.80	68.50	39.31
2021	5	12	8	15	53	31.70	69.40	39.33
2021	5	12	8	30	54	31.70	68.90	39.16
2021	5	12	8	45	55	32.10	68.60	40.19
2021	5	12	9	0	56	32.40	66.70	40.35
2021	5	12	9	15	57	32.60	66.10	40.69
2021	5	12	9	30	58	32.80	66.00	41.22
2021	5	12	9	45	59	32.90	64.70	41.00
2021	5	12	10	1	0	32.90	65.50	41.31
2021	5	12	10	16	1	33.20	64.30	41.70
2021	5	12	10	31	2	33.50	63.10	42.06
2021	5	12	10	46	3	34.00	61.70	42.90
2021	5	12	11	1	4	34.20	61.30	43.30
2021	5	12	11	16	5	34.70	59.10	43.75
2021	5	12	11	31	6	35.00	58.30	44.24
2021	5	12	11	46	7	35.30	57.60	44.77
2021	5	12	12	1	8	35.50	56.70	44.91
2021	5	12	12	16	9	35.70	56.10	45.20
2021	5	12	12	31	10	36.30	54.40	46.07
2021	5	12	12	46	11	36.30	55.10	46.43
2021	5	12	13	1	12	36.30	53.70	45.71
2021	5	12	13	16	13	36.40	55.00	46.67
2021	5	12	13	31	14	36.30	54.00	45.86
2021	5	12	13	46	15	36.20	53.00	45.08
2021	5	12	14	1	16	36.50	52.00	45.42
2021	5	12	14	16	17	36.80	52.30	46.41
2021	5	12	14	31	18	37.20	51.00	46.86
2021	5	12	14	46	19	37.30	51.00	47.14
2021	5	12	15	1	20	37.40	50.60	47.21
2021	5	12	15	16	21	37.30	50.20	46.71
2021	5	12	15	31	22	37.30	50.40	46.82
2021	5	12	15	46	23	37.30	50.00	46.60
2021	5	12	16	1	24	37.30	49.80	46.50
2021	5	12	16	16	25	37.40	50.00	46.88
2021	5	12	16	31	26	37.40	49.80	46.77
2021	5	12	16	46	27	37.40	50.70	47.26
2021	5	12	17	1	28	37.20	51.20	46.96
2021	5	12	17	16	29	37.00	52.30	46.98
2021	5	12	17	31	30	36.70	55.70	47.95
2021	5	12	17	46	31	36.40	57.50	48.02
2021	5	12	18	1	32	36.00	58.60	47.38
2021	5	12	18	16	33	35.80	59.60	47.29
2021	5	12	18	31	34	35.80	59.50	47.24
2021	5	12	18	46	35	35.70	59.70	47.03
2021	5	12	19	1	36	35.40	60.00	46.26
2021	5	12	19	16	37	35.30	60.30	46.11
2021	5	12	19	31	38	35.20	60.90	46.10
2021	5	12	19	46	39	35.10	61.30	45.99
2021	5	12	20	1	40	35.00	62.00	46.03
2021	5	12	20	16	41	34.90	62.40	45.92
2021	5	12	20	31	42	34.80	62.80	45.81
2021	5	12	20	46	43	34.80	62.70	45.76
2021	5	12	21	1	44	34.70	62.60	45.40
2021	5	12	21	16	45	34.50	62.50	44.74
2021	5	12	21	31	46	34.40	62.60	44.48
2021	5	12	21	46	47	34.30	63.30	44.51
2021	5	12	22	1	48	34.00	65.40	44.56
2021	5	12	22	16	49	33.90	66.10	44.57
2021	5	12	22	31	50	34.10	64.60	44.50
2021	5	12	22	46	51	34.40	63.50	44.91
2021	5	12	23	1	52	34.50	62.80	44.88
2021	5	12	23	16	53	34.50	62.60	44.79
2021	5	12	23	31	54	34.50	62.80	44.88
2021	5	12	23	46	55	34.40	63.30	44.81
2021	5	13	0	1	56	34.20	63.70	44.39
2021	5	13	0	16	57	34.20	64.30	44.67
2021	5	13	0	31	58	34.10	64.80	44.59
2021	5	13	0	46	59	34.00	65.00	44.38
2021	5	13	1	2	0	33.90	65.40	44.25
2021	5	13	1	17	1	33.80	65.70	44.08
2021	5	13	1	32	2	33.70	66.00	43.90
2021	5	13	1	47	3	33.60	66.30	43.73
2021	5	13	2	2	4	33.60	66.80	43.95
2021	5	13	2	17	5	33.40	67.10	43.46
2021	5	13	2	32	6	33.40	67.30	43.55
2021	5	13	2	47	7	33.30	67.80	43.46
Year 	Month 	Date 	Hour 	Minute 	Second 	Temperature 	Humidity 	Heat Index
2021	5	13	2	59	9	nan	nan	nan
2021	5	13	3	14	10	33.20	66.70	42.68
2021	5	13	3	29	11	33.00	69.10	43.08
2021	5	13	3	44	12	33.00	69.10	43.08
2021	5	13	3	59	13	33.00	69.20	43.13
2021	5	13	4	14	14	32.50	70.30	42.03
2021	5	13	4	29	15	32.10	71.70	41.34
2021	5	13	4	44	16	32.00	71.70	41.04
2021	5	13	4	59	17	31.60	72.10	39.98
2021	5	13	5	14	18	31.70	71.20	39.96
2021	5	13	5	29	19	31.50	71.00	39.31
2021	5	13	5	44	20	31.50	70.70	39.21
2021	5	13	5	59	21	31.40	70.20	38.76
2021	5	13	6	14	22	31.30	70.80	38.67
2021	5	13	6	29	23	31.50	70.30	39.07
2021	5	13	6	44	24	31.40	69.70	38.59
2021	5	13	6	59	25	31.50	69.40	38.77
2021	5	13	7	14	26	31.50	71.00	39.31
2021	5	13	7	29	27	31.60	68.60	38.79
2021	5	13	7	44	28	31.30	70.50	38.58
2021	5	13	7	59	29	31.50	71.00	39.31
2021	5	13	8	14	30	31.80	69.40	39.62
2021	5	13	8	29	31	31.80	69.00	39.48
2021	5	13	8	44	32	32.20	67.20	39.97
2021	5	13	8	59	33	32.30	65.90	39.78
2021	5	13	9	14	34	32.90	63.30	40.47
2021	5	13	9	29	35	32.80	63.40	40.23
2021	5	13	9	44	36	32.80	64.70	40.72
2021	5	13	9	59	37	32.90	64.10	40.77
2021	5	13	10	14	37	33.00	63.50	40.82
2021	5	13	10	29	38	33.10	63.70	41.17
2021	5	13	10	44	39	33.00	63.10	40.67
2021	5	13	10	59	40	33.00	63.10	40.67
2021	5	13	11	14	41	33.10	62.50	40.71
2021	5	13	11	29	42	33.50	62.20	41.69
2021	5	13	11	44	43	33.60	61.90	41.85
2021	5	13	11	59	44	33.90	60.80	42.23
2021	5	13	12	14	45	34.00	59.40	41.93
2021	5	13	12	29	46	34.40	59.40	43.03
2021	5	13	12	44	47	34.70	59.30	43.84
2021	5	13	12	59	48	35.30	58.20	45.06
2021	5	13	13	14	49	35.50	56.60	44.87
2021	5	13	13	29	50	35.70	55.60	44.95
2021	5	13	13	44	51	36.10	53.90	45.25
2021	5	13	13	59	52	36.30	52.00	44.87
2021	5	13	14	14	53	36.30	50.50	44.14
2021	5	13	14	29	54	36.40	48.70	43.56
2021	5	13	14	44	55	36.80	47.30	43.93
2021	5	13	14	59	56	36.80	48.20	44.35
2021	5	13	15	14	58	36.70	47.80	43.91
2021	5	13	15	29	59	36.70	48.00	44.00
2021	5	13	15	45	0	36.70	47.30	43.67
2021	5	13	16	0	1	36.70	48.70	44.33
2021	5	13	16	15	2	36.70	47.50	43.77
2021	5	13	16	30	3	36.70	47.10	43.58
2021	5	13	16	45	4	36.00	57.60	46.85
2021	5	13	17	0	5	35.70	57.70	46.00
2021	5	13	17	15	6	35.50	57.50	45.31
2021	5	13	17	30	7	35.20	56.90	44.16
2021	5	13	17	45	8	35.00	58.40	44.29
2021	5	13	18	0	9	34.80	60.20	44.55
2021	5	13	18	15	10	34.80	60.80	44.84
2021	5	13	18	30	11	34.60	62.50	45.05
2021	5	13	18	45	12	34.50	63.50	45.22
2021	5	13	19	0	13	34.40	63.30	44.81
2021	5	13	19	15	14	34.20	63.20	44.16
2021	5	13	19	30	15	34.20	61.40	43.35
2021	5	13	19	45	16	34.10	59.20	42.12
2021	5	13	20	0	17	33.60	59.60	40.93
2021	5	13	20	15	18	33.50	59.90	40.78
2021	5	13	20	30	19	33.40	60.20	40.63
2021	5	13	20	45	20	33.60	59.60	40.93
2021	5	13	21	0	21	33.60	59.60	40.93
2021	5	13	21	15	22	33.60	59.90	41.05
2021	5	13	21	30	23	33.60	59.60	40.93
2021	5	13	21	45	24	33.50	59.80	40.74
2021	5	13	22	0	25	33.40	59.50	40.36
2021	5	13	22	15	26	33.20	60.10	40.07
2021	5	13	22	30	27	32.60	61.90	39.16
2021	5	13	22	45	28	32.70	61.70	39.35
2021	5	13	23	0	29	32.40	64.00	39.38
Year 	Month 	Date 	Hour 	Minute 	Second 	Temperature 	Humidity 	Heat Index
2021	5	14	7	39	34	nan	nan	nan
2021	5	14	7	54	35	29.20	71.40	33.45
2021	5	14	8	9	36	29.60	71.30	34.37
2021	5	14	8	24	37	30.00	70.40	35.13
2021	5	14	8	39	38	30.50	69.40	36.12
2021	5	14	8	54	39	30.90	67.10	36.50
2021	5	14	9	9	40	31.30	65.50	37.03
2021	5	14	9	24	41	31.60	63.70	37.23
2021	5	14	9	39	42	32.10	61.40	37.75
2021	5	14	9	54	43	32.50	60.00	38.27
2021	5	14	10	9	44	32.90	59.00	38.91
2021	5	14	10	24	45	33.20	58.30	39.41
2021	5	14	10	39	46	33.40	58.00	39.80
2021	5	14	10	54	47	33.50	56.80	39.62
2021	5	14	11	9	48	33.80	57.00	40.44
2021	5	14	11	24	49	33.90	57.60	40.93
2021	5	14	11	39	50	34.10	55.00	40.43
2021	5	14	11	54	51	34.70	54.40	41.71
2021	5	14	12	9	52	35.00	54.10	42.36
2021	5	14	12	24	53	35.30	51.30	41.93
2021	5	14	12	39	54	35.60	51.70	42.87
2021	5	14	12	54	55	35.60	51.60	42.82
2021	5	14	13	9	56	35.80	50.70	42.94
2021	5	14	13	24	57	35.90	49.90	42.84
2021	5	14	13	39	58	36.50	48.90	43.91
2021	5	14	13	54	59	36.60	48.20	43.84
2021	5	14	14	10	0	36.90	47.30	44.18
2021	5	14	14	25	1	37.00	47.60	44.58
Year 	Month 	Date 	Hour 	Minute 	Second 	Temperature 	Humidity 	Heat Index
2021	5	14	14	37	34	nan	nan	nan
Year 	Month 	Date 	Hour 	Minute 	Second 	Temperature 	Humidity 	Heat Index
2021	5	14	14	52	53	nan	nan	nan
Year 	Month 	Date 	Hour 	Minute 	Second 	Temperature 	Humidity 	Heat Index
2021	5	14	15	18	59	nan	nan	nan
Year 	Month 	Date 	Hour 	Minute 	Second 	Temperature 	Humidity 	Heat Index
2021	5	14	15	30	39	nan	nan	nan
Year 	Month 	Date 	Hour 	Minute 	Second 	Temperature 	Humidity 	Heat Index
2021	5	14	16	21	11	nan	nan	nan
2021	5	14	16	36	12	36.70	46.20	43.17
2021	5	14	16	51	13	36.70	47.80	43.91
2021	5	14	17	6	14	36.50	49.90	44.39
2021	5	14	17	21	15	36.30	51.00	44.38
2021	5	14	17	36	16	36.30	49.50	43.68
2021	5	14	17	51	17	36.10	49.30	43.08
2021	5	14	18	6	18	36.10	49.50	43.17
2021	5	14	18	21	19	35.70	47.50	41.33
2021	5	14	18	36	20	35.20	46.90	39.95
2021	5	14	18	51	21	35.00	48.10	39.95
2021	5	14	19	6	22	35.00	48.70	40.17
2021	5	14	19	21	23	34.90	48.80	39.98
2021	5	14	19	36	24	34.40	49.30	39.04
2021	5	14	19	51	25	34.20	49.40	38.63
2021	5	14	20	6	26	34.20	49.50	38.66
2021	5	14	20	21	27	34.10	49.40	38.41
2021	5	14	20	36	28	34.20	49.20	38.56
2021	5	14	20	51	29	34.40	49.40	39.07
2021	5	14	21	6	30	34.40	49.90	39.25
2021	5	14	21	21	31	34.10	50.60	38.82
2021	5	14	21	36	32	34.10	50.80	38.89
2021	5	14	21	51	33	34.20	51.10	39.22
2021	5	14	22	6	34	34.00	51.40	38.87
2021	5	14	22	21	35	33.90	51.90	38.82
2021	5	14	22	36	36	33.90	51.70	38.75
2021	5	14	22	51	37	33.90	51.70	38.75
2021	5	14	23	6	38	33.70	52.30	38.50
2021	5	14	23	21	39	33.50	51.50	37.79
2021	5	14	23	36	40	33.40	50.20	37.17
2021	5	14	23	51	41	33.30	50.10	36.93
2021	5	15	0	6	42	33.10	50.20	36.55
2021	5	15	0	21	43	32.80	51.30	36.26
2021	5	15	0	36	44	32.80	51.60	36.34
2021	5	15	0	51	45	32.80	51.90	36.43
2021	5	15	1	6	46	32.60	53.20	36.39
2021	5	15	1	21	47	32.50	53.30	36.21
2021	5	15	1	36	48	32.60	53.00	36.33
2021	5	15	1	51	49	32.60	52.80	36.27
2021	5	15	2	6	50	32.60	52.70	36.24
2021	5	15	2	21	51	32.70	52.30	36.34
2021	5	15	2	36	52	32.80	52.50	36.60
2021	5	15	2	51	53	32.70	52.50	36.39
2021	5	15	3	6	54	32.50	54.50	36.55
2021	5	15	3	21	55	32.30	55.50	36.42
2021	5	15	3	36	56	32.10	56.00	36.13
2021	5	15	3	51	57	31.90	56.50	35.84
2021	5	15	4	6	58	31.60	56.70	35.26
2021	5	15	4	21	59	31.50	57.20	35.18
2021	5	15	4	37	0	31.40	57.90	35.16
2021	5	15	4	52	1	31.30	58.80	35.18
2021	5	15	5	7	2	31.20	59.20	35.07
2021	5	15	5	22	3	31.10	59.70	34.98
2021	5	15	5	37	4	31.00	60.60	35.00
2021	5	15	5	52	5	30.80	61.40	34.76
2021	5	15	6	7	6	30.70	62.10	34.72
2021	5	15	6	22	7	30.60	62.70	34.65
2021	5	15	6	37	8	30.70	62.90	34.92
2021	5	15	6	52	9	30.80	62.80	35.11
2021	5	15	7	7	10	30.80	63.70	35.34
2021	5	15	7	22	11	30.40	65.90	34.98
2021	5	15	7	37	12	30.70	65.70	35.63
2021	5	15	7	52	13	31.00	64.00	35.88
2021	5	15	8	7	14	31.20	63.30	36.16
2021	5	15	8	22	14	31.30	61.90	36.00
2021	5	15	8	37	15	31.30	61.40	35.87
2021	5	15	8	52	16	31.30	62.10	36.06
2021	5	15	9	7	17	31.40	61.80	36.21
2021	5	15	9	22	18	31.30	61.70	35.95
2021	5	15	9	37	19	31.40	62.10	36.29
2021	5	15	9	52	20	31.60	61.90	36.70
2021	5	15	10	7	21	31.60	61.80	36.67
2021	5	15	10	22	22	31.80	61.20	36.97
2021	5	15	10	37	23	32.20	61.50	38.02
2021	5	15	10	52	24	32.50	59.90	38.24
2021	5	15	11	7	25	32.80	58.30	38.43
2021	5	15	11	22	26	32.90	58.90	38.88
2021	5	15	11	37	27	33.30	57.40	39.34
2021	5	15	11	52	28	33.70	56.90	40.15
2021	5	15	12	7	29	34.10	56.00	40.82
2021	5	15	12	22	30	34.10	56.40	40.98
2021	5	15	12	37	31	33.80	56.50	40.25
2021	5	15	12	52	32	33.90	56.50	40.50
2021	5	15	13	7	33	34.00	56.70	40.84
2021	5	15	13	22	34	33.60	58.70	40.58
2021	5	15	13	37	35	33.20	63.60	41.42
2021	5	15	13	52	36	32.90	65.20	41.20
2021	5	15	14	7	37	32.50	67.00	40.75
2021	5	15	14	22	38	32.20	67.00	39.90
2021	5	15	14	37	39	32.70	66.00	40.94
2021	5	15	14	52	40	32.70	64.60	40.41
2021	5	15	15	7	41	32.80	64.80	40.76
2021	5	15	15	22	42	33.20	63.30	41.30
2021	5	15	15	37	43	33.40	61.90	41.30
2021	5	15	15	52	44	33.80	55.00	39.69
2021	5	15	16	7	45	34.10	53.90	40.01
2021	5	15	16	22	46	34.00	53.80	39.73
2021	5	15	16	37	47	33.90	53.80	39.49
2021	5	15	16	52	48	33.90	54.60	39.79
2021	5	15	17	7	49	33.90	55.20	40.01
2021	5	15	17	22	50	33.60	53.60	38.72
2021	5	15	17	37	51	33.60	54.40	39.00
2021	5	15	17	52	52	33.60	53.90	38.82
2021	5	15	18	7	53	33.50	54.80	38.90
2021	5	15	18	22	54	33.40	54.70	38.63
2021	5	15	18	37	55	33.20	55.10	38.30
2021	5	15	18	52	56	32.90	55.90	37.88
2021	5	15	19	7	57	32.90	57.00	38.24
2021	5	15	19	22	58	33.00	57.80	38.75
2021	5	15	19	37	59	33.00	58.60	39.02
2021	5	15	19	53	0	32.70	60.00	38.76
2021	5	15	20	8	1	32.70	61.70	39.35
2021	5	15	20	23	2	32.80	60.30	39.12
2021	5	15	20	38	3	32.50	59.80	38.20
2021	5	15	20	53	4	32.30	61.00	38.11
2021	5	15	21	8	4	32.10	61.40	37.75
2021	5	15	21	23	5	31.80	62.60	37.39
2021	5	15	21	38	6	31.90	62.70	37.67
2021	5	15	21	53	7	31.80	61.70	37.12
2021	5	15	22	8	8	31.90	61.20	37.20
2021	5	15	22	23	9	32.20	60.50	37.70
2021	5	15	22	38	10	32.30	60.20	37.85
2021	5	15	22	53	11	32.20	60.00	37.55
2021	5	15	23	8	12	32.20	60.00	37.55
2021	5	15	23	23	13	32.00	60.80	37.32
2021	5	15	23	38	14	31.80	61.90	37.18
2021	5	15	23	53	15	31.90	62.00	37.45
2021	5	16	0	8	16	31.90	62.00	37.45
2021	5	16	0	23	17	31.90	62.50	37.60
2021	5	16	0	38	18	31.80	62.70	37.42
2021	5	16	0	53	19	31.80	62.90	37.48
2021	5	16	1	8	20	31.60	63.40	37.14
2021	5	16	1	23	21	31.60	63.70	37.23
2021	5	16	1	38	22	31.60	63.70	37.23
2021	5	16	1	53	23	31.60	64.00	37.33
2021	5	16	2	8	24	31.50	64.30	37.17
2021	5	16	2	23	25	31.40	64.50	36.98
2021	5	16	2	38	26	31.30	65.00	36.88
2021	5	16	2	53	27	31.30	65.20	36.94
2021	5	16	3	8	28	31.20	65.40	36.75
2021	5	16	3	23	29	31.20	65.90	36.90
2021	5	16	3	38	30	31.00	66.20	36.49
2021	5	16	3	53	31	30.90	66.70	36.38
2021	5	16	4	8	32	30.80	67.10	36.25
2021	5	16	4	23	33	30.70	67.50	36.11
2021	5	16	4	38	34	30.50	67.60	35.65
2021	5	16	4	53	35	30.60	67.50	35.87
2021	5	16	5	8	36	30.50	67.50	35.62
2021	5	16	5	23	37	30.40	67.80	35.46
2021	5	16	5	38	38	30.30	68.20	35.32
2021	5	16	5	53	38	30.20	68.40	35.13
2021	5	16	6	8	39	30.10	68.50	34.92
2021	5	16	6	23	40	30.10	68.70	34.96
2021	5	16	6	38	41	30.20	69.00	35.28
2021	5	16	6	53	42	30.20	69.10	35.30
2021	5	16	7	8	43	30.30	70.10	35.81
2021	5	16	7	23	44	30.30	69.70	35.70
2021	5	16	7	38	45	30.40	69.80	35.98
2021	5	16	7	53	46	30.50	69.30	36.10
2021	5	16	8	8	47	30.50	68.90	35.99
2021	5	16	8	23	48	30.70	68.30	36.33
2021	5	16	8	38	49	30.70	68.30	36.33
2021	5	16	8	53	50	30.90	67.90	36.72
2021	5	16	9	8	51	31.00	67.70	36.92
2021	5	16	9	23	52	31.30	66.70	37.39
2021	5	16	9	38	53	31.40	66.20	37.49
2021	5	16	9	53	54	31.30	65.40	37.00
2021	5	16	10	8	55	31.70	63.60	37.45
2021	5	16	10	23	56	32.20	61.10	37.89
2021	5	16	10	38	57	32.60	60.90	38.82
2021	5	16	10	53	58	32.90	59.40	39.05
2021	5	16	11	8	59	33.20	57.70	39.20
2021	5	16	11	24	0	33.40	56.70	39.33
2021	5	16	11	39	1	33.50	57.30	39.80
2021	5	16	11	54	2	33.80	55.70	39.95
2021	5	16	12	9	3	34.50	54.90	41.40
2021	5	16	12	24	4	35.00	52.50	41.68
2021	5	16	12	39	5	34.50	54.20	41.12
2021	5	16	12	54	6	34.40	54.50	40.98
2021	5	16	13	9	7	34.50	54.40	41.20
2021	5	16	13	24	8	34.60	53.90	41.25
2021	5	16	13	39	9	34.50	53.60	40.88
2021	5	16	13	54	10	34.50	53.60	40.88
2021	5	16	14	9	11	34.50	53.50	40.84
2021	5	16	14	24	12	34.90	53.70	41.93
2021	5	16	14	39	13	35.30	52.10	42.27
2021	5	16	14	54	14	35.60	51.00	42.56
2021	5	16	15	9	15	35.90	50.20	42.97
2021	5	16	15	24	16	35.80	50.80	42.98
2021	5	16	15	39	17	35.70	50.40	42.55
2021	5	16	15	54	18	35.70	50.90	42.77
2021	5	16	16	9	19	35.70	50.00	42.38
2021	5	16	16	24	20	35.60	50.70	42.43
2021	5	16	16	39	21	35.40	53.60	43.19
2021	5	16	16	54	22	35.00	54.60	42.57
2021	5	16	17	9	23	34.50	54.20	41.12
2021	5	16	17	24	24	34.50	54.20	41.12
2021	5	16	17	39	25	34.00	57.20	41.03
2021	5	16	17	54	26	33.80	57.50	40.63
2021	5	16	18	9	27	33.70	57.40	40.34
2021	5	16	18	24	28	33.80	56.60	40.29
2021	5	16	18	39	29	33.80	56.50	40.25
2021	5	16	18	54	30	33.70	56.80	40.11
2021	5	16	19	9	31	33.40	58.60	40.03
2021	5	16	19	24	32	33.10	59.60	39.63
2021	5	16	19	39	33	33.20	59.30	39.77
2021	5	16	19	54	34	33.20	59.20	39.74
2021	5	16	20	9	34	33.40	58.80	40.10
2021	5	16	20	24	35	33.40	58.30	39.92
2021	5	16	20	39	36	33.50	59.00	40.44
2021	5	16	20	54	37	33.40	60.00	40.56
2021	5	16	21	9	38	32.70	60.10	38.80
